Latitude,Longitude,Wind,Pressure,Storm_Type
11.5,-41.9,50,997,tropical storm
12,-44,50,994,tropical storm
12.2,-45.8,50,995,tropical storm
12.4,-47.5,45,998,tropical storm
12.5,-48.8,45,1000,tropical storm
12.7,-50,45,1000,tropical storm
12.8,-51.1,45,1000,tropical storm
12.6,-52.3,45,1000,tropical storm
12.5,-53.9,45,1001,tropical storm
12.3,-55.7,45,1007,tropical storm
12.1,-57.5,30,1009,tropical depression
14,-82.1,25,1005,tropical depression
14.2,-82.7,25,1005,tropical depression
14.8,-83,25,1005,tropical depression
15,-83.2,25,1005,tropical depression
15.7,-83.2,30,1004,tropical depression
16.5,-83.1,35,1002,tropical storm
17.2,-83,40,1001,tropical storm
17.9,-82.9,45,999,tropical storm
18.4,-82.9,50,995,tropical storm
18.9,-83.7,60,989,tropical storm
19.2,-84.3,70,985,hurricane
19.4,-85,80,972,hurricane
19.9,-86,95,966,hurricane
20,-86.7,100,956,hurricane
20,-87,100,958,hurricane
20,-87.6,100,958,hurricane
20,-88.1,90,970,hurricane
19.9,-89.1,75,983,hurricane
19.7,-90,70,987,hurricane
19.5,-90.8,65,990,hurricane
19.5,-91.5,65,992,hurricane
19.5,-92.2,55,994,tropical storm
19.7,-92.6,55,995,tropical storm
20.1,-92.8,55,993,tropical storm
20.5,-93.1,55,993,tropical storm
21,-93.6,55,992,tropical storm
21.4,-93.9,55,988,tropical storm
21.8,-93.9,55,982,tropical storm
22.2,-93.9,60,981,tropical storm
22.3,-93.8,65,980,hurricane
22.3,-93.3,70,980,hurricane
21.8,-92.9,70,979,hurricane
21.4,-92.4,75,979,hurricane
21,-91.9,75,980,hurricane
20.6,-91.6,75,980,hurricane
20.4,-91.5,75,981,hurricane
20.3,-91.7,70,984,hurricane
20.3,-92,65,985,hurricane
20.4,-92.2,65,987,hurricane
20.6,-92.4,65,991,hurricane
20.9,-92.6,60,995,tropical storm
21.2,-92.9,55,998,tropical storm
21.3,-93.1,50,1000,tropical storm
21.5,-93.3,45,1003,tropical storm
21.8,-93.6,40,1004,tropical storm
22.2,-94.2,35,1005,tropical storm
22.3,-94.7,35,1008,tropical storm
22.3,-95.1,30,1009,tropical depression
22.4,-95.4,30,1009,tropical depression
22.3,-95.5,30,1009,tropical depression
22.3,-95.6,30,1009,tropical depression
22.4,-95.6,30,1009,tropical depression
22,-95.5,30,1009,tropical depression
21.5,-95.5,25,1009,tropical depression
20.5,-95.5,25,1010,tropical depression
19.5,-96,25,1011,tropical depression
13.8,-53.8,25,1006,tropical depression
14.8,-54.5,30,1005,tropical depression
16,-55.1,35,1004,tropical storm
17.6,-55.9,35,1004,tropical storm
19,-56.3,40,1005,tropical storm
20.1,-56.6,40,1007,tropical storm
21.2,-56.7,40,1007,tropical storm
21.8,-56.8,40,1006,tropical storm
22,-57.7,45,1004,tropical storm
21.5,-58.5,55,1001,tropical storm
20.9,-59.5,50,1001,tropical storm
20.1,-60.4,45,1002,tropical storm
19.4,-61,40,1003,tropical storm
19,-61.7,35,1004,tropical storm
18.6,-62.3,30,1005,tropical depression
18.3,-63,30,1007,tropical depression
18,-63.7,30,1007,tropical depression
17.7,-64.3,25,1007,tropical depression
17.5,-64.5,20,1008,tropical depression
24.6,-59.2,30,1004,tropical depression
25.3,-58.6,30,1002,tropical depression
26.2,-57.9,35,1001,tropical storm
27.1,-57.1,40,998,tropical storm
27.2,-56.6,45,997,tropical storm
27.3,-56.2,45,996,tropical storm
27.2,-55.7,50,995,tropical storm
27.5,-54.7,55,992,tropical storm
28.4,-54.2,60,990,tropical storm
29.6,-54.2,60,987,tropical storm
30.5,-54.9,65,983,hurricane
31.2,-55.3,70,982,hurricane
31.8,-54.8,70,980,hurricane
32.6,-54.2,70,980,hurricane
33.1,-53.4,70,979,hurricane
33.8,-51.8,75,977,hurricane
34.6,-50.1,75,975,hurricane
35.4,-48.3,75,972,hurricane
36.2,-45.8,75,973,hurricane
37.1,-43.2,75,973,hurricane
37.8,-40.4,70,974,hurricane
37.7,-37.9,65,974,hurricane
37.4,-35.4,60,974,tropical storm
37.7,-31.8,55,972,tropical storm
39.2,-28.2,55,970,extratropical
41.8,-25.7,55,971,extratropical
44.5,-24,50,974,extratropical
47.5,-23,45,976,extratropical
50.5,-24,40,977,extratropical
26.8,-77.8,25,1010,tropical depression
27.7,-78.3,25,1010,tropical depression
28.6,-78.8,25,1009,tropical depression
29.7,-78.8,25,1008,tropical depression
30.6,-78.7,30,1008,tropical depression
31.5,-78.7,35,1004,tropical storm
32.3,-78.6,35,1006,tropical storm
33.2,-78.1,40,1005,tropical storm
33.9,-77.3,40,1005,tropical storm
34.7,-76.4,35,1005,tropical storm
35.5,-75.4,35,1005,tropical storm
36.4,-74.1,30,1005,tropical depression
36.9,-72.5,30,1004,tropical depression
37.3,-70.3,30,1003,tropical depression
37.3,-66.5,30,1002,tropical depression
37.5,-62,35,1001,extratropical
37.8,-56.2,45,1000,extratropical
38.5,-50.5,45,998,extratropical
40,-47,45,995,extratropical
41,-43,45,993,extratropical
42.5,-40,45,992,extratropical
44,-37,45,996,extratropical
9.8,-34,30,1009,tropical depression
10.2,-36.3,30,1008,tropical depression
11,-39,35,1007,tropical storm
12,-41.2,35,1006,tropical storm
12.7,-43.9,35,1005,tropical storm
13.1,-46.6,35,1004,tropical storm
13.7,-48.7,40,1002,tropical storm
14.2,-51,45,1000,tropical storm
14.9,-52.9,50,999,tropical storm
15.6,-54.8,55,997,tropical storm
16.4,-56.9,60,995,tropical storm
16.5,-58.4,70,992,hurricane
17,-60.1,75,988,hurricane
17.5,-61.8,75,985,hurricane
18,-63.5,70,983,hurricane
18.6,-64.9,75,978,hurricane
19.4,-66.1,80,970,hurricane
20.3,-67.7,100,960,hurricane
21.4,-69.4,100,965,hurricane
22.5,-71.1,90,967,hurricane
23.6,-72.6,85,969,hurricane
24.5,-74,80,971,hurricane
25.4,-75.3,80,968,hurricane
26.4,-75.8,80,966,hurricane
27.5,-76.4,75,968,hurricane
28.3,-76.8,75,972,hurricane
29.2,-77.5,75,977,hurricane
30,-78,70,980,hurricane
30.7,-78.3,70,982,hurricane
31.2,-78.6,70,984,hurricane
32.2,-78.4,85,975,hurricane
33.6,-78.1,90,974,hurricane
34.3,-77.8,90,974,hurricane
35,-77.6,65,993,hurricane
36.7,-77,60,993,tropical storm
38.3,-76.1,60,994,tropical storm
40.2,-74.5,60,994,tropical storm
42.1,-71.9,60,994,tropical storm
44.1,-69,55,995,tropical storm
46,-66,50,995,extratropical
47,-62,50,995,extratropical
48,-57,50,995,extratropical
49,-52,45,996,extratropical
51,-47,40,996,extratropical
54,-44,40,996,extratropical
57.5,-42.5,40,991,extratropical
58.5,-42.5,40,988,extratropical
59.5,-42,45,988,extratropical
59.8,-41,45,985,extratropical
60,-40,40,993,extratropical
60.5,-39,35,1001,extratropical
11.8,-62.6,25,1009,tropical depression
11.9,-64.7,25,1009,tropical depression
11.9,-66.5,30,1007,tropical depression
12.1,-68.1,40,1004,tropical storm
12.3,-69.6,40,1002,tropical storm
12.4,-71,40,1002,tropical storm
12.4,-72.7,40,1002,tropical storm
12.3,-74.5,45,1002,tropical storm
11.9,-76.1,50,1002,tropical storm
11.7,-77.2,50,1000,tropical storm
11.6,-78.1,60,992,tropical storm
11.6,-79.5,70,992,hurricane
11.8,-81,65,994,hurricane
12,-82.6,70,992,hurricane
12.2,-83.9,75,985,hurricane
12.3,-84.2,70,990,hurricane
12.7,-86.2,50,995,tropical storm
13.1,-87.9,35,1004,tropical storm
17.3,-80.2,25,1009,tropical depression
17.8,-81.7,30,1008,tropical depression
18.2,-83,45,1006,tropical storm
18.6,-84.4,45,1006,tropical storm
18.8,-85.7,55,1005,tropical storm
19,-86.9,60,1002,tropical storm
19.1,-87.7,65,999,hurricane
19.2,-87.8,65,999,hurricane
19.2,-88.7,40,1001,tropical storm
19.3,-89.5,35,1002,tropical storm
19.4,-90.1,30,1002,tropical depression
19.5,-90.7,30,1002,tropical depression
19.7,-91.4,35,1002,tropical storm
20.1,-92.6,45,1002,tropical storm
20.4,-93.7,45,999,tropical storm
20.6,-94.2,50,993,tropical storm
20.9,-94.9,55,990,tropical storm
21.3,-96.1,60,991,tropical storm
21.6,-97.7,70,989,hurricane
21.6,-99.3,45,997,tropical storm
21.6,-100.9,30,1002,tropical depression
21.6,-102.5,25,1004,tropical depression
21.7,-104,20,1005,tropical depression
21.7,-105.7,20,1005,tropical depression
21.8,-107.3,20,1005,tropical depression
12.4,-19.9,25,1007,tropical depression
12.4,-20.7,25,1007,tropical depression
12.4,-21.6,25,1007,tropical depression
12.5,-22.6,25,1007,tropical depression
12.6,-23.8,25,1007,tropical depression
12.6,-25.3,25,1007,tropical depression
12.8,-26.7,25,1007,tropical depression
12.9,-27.9,25,1007,tropical depression
13,-29.2,25,1006,tropical depression
13.1,-30.3,30,1006,tropical depression
13.2,-31.6,35,1005,tropical storm
13.4,-32.9,40,1003,tropical storm
13.5,-34.4,40,1002,tropical storm
13.7,-35.8,45,1000,tropical storm
13.8,-37,50,996,tropical storm
13.9,-38.3,65,988,hurricane
14,-39.8,65,986,hurricane
14.1,-41.1,70,983,hurricane
14.1,-42.4,75,980,hurricane
14.4,-43.6,90,970,hurricane
14.6,-44.7,100,960,hurricane
15,-45.8,120,942,hurricane
15.4,-47,125,933,hurricane
15.9,-48.3,125,934,hurricane
16.5,-49.6,125,935,hurricane
17,-50.9,125,936,hurricane
17.5,-52,125,936,hurricane
17.9,-53.2,125,937,hurricane
18.4,-54.5,125,938,hurricane
18.9,-55.6,125,942,hurricane
19.5,-56.9,120,948,hurricane
20,-58.1,115,952,hurricane
20.4,-59.3,115,951,hurricane
20.9,-60.4,125,944,hurricane
21.3,-61.7,115,952,hurricane
21.9,-63.2,110,960,hurricane
22.3,-64.6,110,956,hurricane
22.9,-65.9,110,957,hurricane
23.4,-67.1,110,961,hurricane
24,-68.1,115,950,hurricane
24.7,-69,120,948,hurricane
25.5,-69.5,120,941,hurricane
26.4,-69.9,120,939,hurricane
27.4,-70.2,120,938,hurricane
28.5,-70.5,120,934,hurricane
29.5,-70.5,110,944,hurricane
30.4,-70.6,105,950,hurricane
31.6,-70.3,105,952,hurricane
32.7,-70.1,100,953,hurricane
34,-70.1,100,959,hurricane
35.2,-70.1,100,958,hurricane
36.5,-70.2,95,958,hurricane
37.5,-70,85,960,hurricane
38.7,-69.5,80,964,hurricane
39.8,-69.4,70,961,hurricane
40.5,-68.3,70,962,hurricane
41.3,-67.3,65,972,hurricane
42,-66.8,60,978,tropical storm
42.2,-66,55,985,extratropical
42.5,-65,50,992,extratropical
42.7,-63,50,995,extratropical
43.2,-59.8,50,997,extratropical
43.3,-57.5,50,994,extratropical
43.4,-55.5,50,994,extratropical
43.5,-53.5,50,995,extratropical
43.5,-51.5,50,995,extratropical
43.5,-50,45,994,extratropical
43.5,-48.5,45,994,extratropical
43.7,-47.5,45,995,extratropical
44.5,-46,40,995,extratropical
46,-44,40,994,extratropical
48,-43,40,992,extratropical
50,-41,40,990,extratropical
14,-21,25,1012,tropical depression
14.1,-22.8,25,1011,tropical depression
14.2,-24.8,25,1010,tropical depression
14.2,-26.6,30,1009,tropical depression
14.1,-28.2,30,1009,tropical depression
14.1,-29.6,30,1009,tropical depression
14.1,-30.8,25,1009,tropical depression
14.3,-32,25,1009,tropical depression
14.6,-33.4,25,1009,tropical depression
14.7,-35.1,25,1009,tropical depression
14.9,-37,25,1009,tropical depression
15.1,-38.6,25,1009,tropical depression
15.3,-40,30,1009,tropical depression
15.2,-41.4,30,1008,tropical depression
14.9,-42.7,30,1007,tropical depression
14.7,-43.8,30,1006,tropical depression
14.6,-44.9,35,1005,tropical storm
14.6,-46.1,40,1004,tropical storm
14.6,-47.5,45,1002,tropical storm
15,-49.1,50,1000,tropical storm
15.5,-50.7,55,995,tropical storm
15.9,-52.3,60,990,tropical storm
16.4,-53.7,65,987,hurricane
17,-55,65,987,hurricane
17.8,-56.3,65,988,hurricane
18.6,-57.5,65,988,hurricane
19.1,-58.5,65,991,hurricane
19.4,-59.4,65,991,hurricane
19.8,-60.1,65,989,hurricane
20.2,-60.6,60,990,tropical storm
20.5,-60.9,60,988,tropical storm
20.8,-61.2,60,987,tropical storm
21.1,-61.4,65,984,hurricane
21.5,-61.7,65,983,hurricane
21.7,-62.1,65,978,hurricane
21.9,-62.6,65,982,hurricane
22.2,-63.2,70,982,hurricane
22.5,-63.9,75,981,hurricane
22.9,-64.7,75,978,hurricane
23.3,-65.7,75,976,hurricane
23.6,-66.7,75,976,hurricane
23.9,-67.9,75,976,hurricane
24.2,-69,75,977,hurricane
24.4,-70.1,80,975,hurricane
24.7,-71.2,80,973,hurricane
25.2,-72.2,85,968,hurricane
25.7,-73.1,95,961,hurricane
26.4,-73.9,100,953,hurricane
27,-74.7,105,956,hurricane
27.7,-75.5,105,952,hurricane
28.6,-76.1,105,946,hurricane
29.8,-76.7,105,952,hurricane
31,-77.2,100,954,hurricane
32.3,-77.8,100,952,hurricane
33.7,-78,100,954,hurricane
33.9,-78,100,954,hurricane
35.2,-78.7,65,970,hurricane
36.7,-79,40,985,tropical storm
38,-79.4,30,995,tropical depression
39.2,-79.9,30,1000,tropical depression
40.4,-80.4,30,1001,tropical depression
41.2,-80.5,30,1001,tropical depression
42,-80.4,30,1000,tropical depression
42.8,-80.1,30,999,tropical depression
43.4,-79.9,30,999,tropical depression
44,-79,25,1000,tropical depression
44.5,-77.6,25,1001,tropical depression
44.9,-75.9,25,1002,extratropical
45.4,-74,20,1004,extratropical
45.7,-72.3,15,1006,extratropical
46,-71.1,15,1008,extratropical
46.7,-70,15,1010,extratropical
12.7,-23,30,1008,tropical depression
12.7,-24.1,30,1008,tropical depression
12.5,-25.3,30,1008,tropical depression
12.3,-26.6,30,1008,tropical depression
12.1,-27.8,30,1008,tropical depression
11.7,-28.8,30,1008,tropical depression
11.1,-30,30,1007,tropical depression
10.6,-31,30,1007,tropical depression
10.4,-31.8,30,1006,tropical depression
10.6,-32.7,35,1006,tropical storm
11,-33.6,35,1005,tropical storm
11.8,-34.4,35,1005,tropical storm
12.5,-35.2,40,1005,tropical storm
13.1,-36.2,40,1005,tropical storm
13.7,-37.2,40,1005,tropical storm
14.4,-38,40,1005,tropical storm
15.2,-38.4,35,1005,tropical storm
15.8,-38.9,35,1005,tropical storm
16.2,-39.5,35,1006,tropical storm
16.6,-40.4,35,1006,tropical storm
17.1,-41.1,35,1007,tropical storm
17.7,-41.8,35,1008,tropical storm
18.3,-42.5,35,1008,tropical storm
18.7,-43.2,35,1008,tropical storm
19.3,-43.8,35,1008,tropical storm
19.9,-44.5,35,1008,tropical storm
20.5,-45.4,35,1008,tropical storm
20.9,-46.5,30,1008,tropical depression
21.3,-47.7,30,1008,tropical depression
14.9,-41,25,1006,tropical depression
14.9,-42.7,30,1006,tropical depression
14.8,-44.1,30,1006,tropical depression
14.7,-45.4,30,1006,tropical depression
14.6,-46.6,30,1006,tropical depression
14.7,-47.5,30,1006,tropical depression
14.9,-48.4,30,1006,tropical depression
14.8,-49.5,30,1006,tropical depression
14.5,-51.1,30,1006,tropical depression
14.3,-52.6,30,1006,tropical depression
14.4,-53.6,30,1006,tropical depression
14.6,-54.3,30,1006,tropical depression
14.7,-55.1,30,1006,tropical depression
14.9,-55.7,30,1006,tropical depression
15.2,-57,30,1006,tropical depression
15.4,-58.3,35,1005,tropical storm
15.6,-59.6,40,1004,tropical storm
15.8,-60.4,40,1000,tropical storm
16.1,-61.2,50,996,tropical storm
16.1,-62,55,996,tropical storm
16.1,-62.8,60,996,tropical storm
16.1,-63.6,60,991,tropical storm
16.1,-64.1,60,990,tropical storm
16.1,-64.5,70,987,hurricane
16.3,-65,70,985,hurricane
16.6,-65.6,70,990,hurricane
17.1,-66.1,70,989,hurricane
18,-66.9,70,989,hurricane
18.3,-67.8,65,989,hurricane
18.9,-68.4,65,990,hurricane
19.5,-68.9,70,982,hurricane
20.1,-69.5,75,975,hurricane
20.9,-70.1,90,971,hurricane
21.6,-70.6,95,970,hurricane
22.3,-71.1,100,967,hurricane
23,-71.4,105,962,hurricane
23.9,-71.8,115,959,hurricane
24.7,-71.8,115,946,hurricane
25.9,-71.5,120,935,hurricane
27.2,-71.4,115,942,hurricane
29,-70.9,100,948,hurricane
31,-70.3,100,948,hurricane
33.3,-69.5,90,948,hurricane
35.9,-68.4,90,955,hurricane
38.5,-67.1,85,960,hurricane
42,-65.2,75,960,hurricane
44.3,-63.3,70,970,hurricane
44.8,-62.5,70,978,hurricane
45.5,-61.5,65,980,hurricane
46.3,-59.1,60,982,tropical storm
46,-55,40,996,extratropical
46,-54,40,998,extratropical
45,-50,35,999,extratropical
8.6,-23.3,25,1008,tropical depression
9.2,-25.2,30,1008,tropical depression
9.9,-26.9,30,1006,tropical depression
10.3,-28.5,35,1004,tropical storm
10.7,-30,45,1000,tropical storm
11,-31.7,50,994,tropical storm
11.2,-32.8,60,988,tropical storm
11.7,-34.2,70,984,hurricane
12.4,-35.8,70,980,hurricane
12.8,-37.1,75,977,hurricane
13.1,-38.6,80,974,hurricane
13.7,-39.8,85,972,hurricane
14.1,-41.1,90,968,hurricane
14.9,-42.2,95,963,hurricane
15.8,-42.9,100,960,hurricane
16.7,-43.1,100,961,hurricane
17.8,-43.2,95,965,hurricane
19,-43.2,90,968,hurricane
20,-42.9,85,973,hurricane
20.8,-42.2,75,979,hurricane
21.8,-41.3,70,982,hurricane
22.6,-40.9,65,986,hurricane
23.8,-40.4,60,989,tropical storm
25.3,-40.1,60,992,tropical storm
26.7,-40,50,995,tropical storm
28.2,-40.1,45,997,tropical storm
29.9,-40.3,35,1000,tropical storm
31.6,-40.4,35,1002,tropical storm
33.6,-40.4,30,1005,tropical depression
35.8,-40.3,30,1008,tropical depression
38.1,-40.2,25,1010,extratropical
40.3,-39.6,20,1013,extratropical
43,-36,20,1015,extratropical
22.7,-96.2,25,1003,tropical depression
23,-96.1,30,1003,tropical depression
23.3,-96,30,1003,tropical depression
23.6,-95.8,30,1003,tropical depression
24.3,-95.5,30,1003,tropical depression
24.8,-95,30,1002,tropical depression
25,-94.5,30,1002,tropical depression
25.1,-93.5,30,1003,tropical depression
25.1,-91.8,35,1001,tropical storm
25.5,-90.4,40,996,tropical storm
25.9,-88.9,50,992,tropical storm
26.9,-87.3,60,981,tropical storm
28.2,-86,60,983,tropical storm
29.3,-84.5,60,983,tropical storm
30,-83.9,60,983,tropical storm
30.9,-82.3,45,990,extratropical
34,-79,45,988,extratropical
36,-76,45,986,extratropical
38,-73.5,45,983,extratropical
41,-71,45,980,extratropical
42.5,-68,45,980,extratropical
44.5,-65.5,45,984,extratropical
46.5,-62.5,45,985,extratropical
48.5,-58,45,985,extratropical
49.5,-55,45,983,extratropical
50.5,-50,45,984,extratropical
51,-44,45,984,extratropical
51,-38,45,986,extratropical
51,-32,45,988,extratropical
51,-26,45,989,extratropical
51,-21,45,985,extratropical
51,-18,45,980,extratropical
51.5,-16.5,45,982,extratropical
52.5,-15.5,50,977,extratropical
53,-15.5,55,973,extratropical
53.5,-15.5,60,971,extratropical
54,-15.5,55,972,extratropical
55.5,-15.5,50,977,extratropical
57.5,-16,45,982,extratropical
60,-18,45,977,extratropical
61,-20,45,972,extratropical
62,-22,45,970,extratropical
62.5,-24,45,972,extratropical
63,-26,45,978,extratropical
63,-28,40,983,extratropical
63,-29.5,35,988,extratropical
63,-30.5,30,992,extratropical
17.3,-86.5,30,1006,tropical depression
16.9,-87.1,45,1002,tropical storm
16.7,-87.4,45,1001,tropical storm
16.6,-87.5,45,1001,tropical storm
16.3,-87.8,35,1004,tropical storm
16,-88.1,30,1008,tropical depression
15.7,-88.4,25,1012,tropical depression
12.8,-80.4,25,1006,tropical depression
13.4,-80.9,25,1005,tropical depression
14.1,-81.4,25,1005,tropical depression
14.8,-81.9,25,1005,tropical depression
15.4,-82.5,30,1004,tropical depression
16.1,-83.1,30,1003,tropical depression
16.8,-83.5,30,999,tropical depression
17.5,-83.8,35,998,tropical storm
18.2,-83.8,45,998,tropical storm
18.3,-84.5,50,996,tropical storm
18.2,-84.2,55,992,tropical storm
18.8,-83.7,60,990,tropical storm
19.6,-83.5,65,987,hurricane
20.5,-83.1,70,984,hurricane
21.3,-82.8,70,982,hurricane
21.8,-82.2,75,980,hurricane
22.3,-82,85,975,hurricane
22.4,-81.5,85,975,hurricane
22.5,-80,80,975,hurricane
23,-78.2,85,975,hurricane
23.5,-76.2,90,970,hurricane
24.4,-74,100,960,hurricane
25.5,-71.5,90,962,hurricane
26.9,-69,80,964,hurricane
28.3,-67,80,968,hurricane
29.6,-65,85,960,hurricane
30.7,-62.9,75,970,hurricane
31.9,-60.8,75,980,hurricane
33,-59.1,70,985,hurricane
33.7,-57.9,65,986,hurricane
34,-57,65,987,hurricane
34,-55.9,65,987,hurricane
33.8,-55.2,65,987,hurricane
33.7,-54.6,65,987,hurricane
33.5,-54,65,987,hurricane
33.4,-53.9,65,987,hurricane
33.2,-53.8,65,985,hurricane
33.1,-53.7,65,981,hurricane
33.3,-53.2,70,979,hurricane
33.7,-52.8,70,979,hurricane
34,-52.5,70,979,hurricane
34,-51.9,70,979,hurricane
34.1,-51.2,75,979,hurricane
34.3,-49.9,80,977,hurricane
35,-47.8,80,973,hurricane
35.8,-45.4,85,970,hurricane
37.2,-43.3,80,971,hurricane
38.1,-41,75,975,hurricane
39.2,-38.8,70,978,hurricane
40.5,-35.8,65,979,hurricane
42.3,-33.2,60,980,tropical storm
44.3,-30.5,55,978,tropical storm
46.3,-27.2,55,980,extratropical
48.2,-23.1,55,978,extratropical
50.3,-19,55,973,extratropical
52.5,-15.5,55,973,extratropical
53.8,-12,55,973,extratropical
54,-7.5,55,970,extratropical
54.5,-3.5,55,970,extratropical
54,1,55,976,extratropical
10.5,-77.5,20,1009,other low
11.3,-78,20,1009,other low
12,-78.5,20,1009,other low
12.8,-78.9,20,1009,other low
13.5,-79,20,1008,other low
14,-79,20,1008,other low
14.3,-79,20,1008,other low
14.7,-79,20,1008,other low
15,-79,20,1008,other low
15.5,-79,20,1008,other low
15.8,-79,20,1008,other low
16.2,-79,20,1008,other low
16.5,-79,25,1007,other low
17,-79,30,1007,tropical depression
16.8,-79.8,30,1007,tropical depression
16.3,-80.5,30,1007,tropical depression
15.8,-80.8,30,1007,tropical depression
15,-81,30,1006,tropical depression
14.9,-81,30,1006,tropical depression
14.7,-81,30,1005,tropical depression
14.6,-81,30,1004,tropical depression
14.5,-81,30,1003,tropical depression
14.2,-81,30,1001,tropical depression
13.8,-80.9,35,998,tropical storm
13.5,-80.7,45,997,tropical storm
13.5,-80.2,55,995,tropical storm
13.8,-79.5,60,990,tropical storm
13.8,-78.5,65,983,hurricane
14.2,-77.8,65,989,hurricane
14.6,-77.4,45,1000,tropical storm
14.9,-77.1,45,1000,tropical storm
15.1,-76.8,45,995,tropical storm
15.3,-76.6,50,993,tropical storm
15.6,-76.5,50,995,tropical storm
15.8,-76.3,55,992,tropical storm
15.9,-76,55,985,tropical storm
15.9,-75.4,60,987,tropical storm
15.9,-75,50,995,tropical storm
16,-74.7,45,995,tropical storm
15.9,-74.5,35,995,tropical storm
15.7,-74.5,35,995,tropical storm
15.6,-74.8,30,1000,tropical depression
15.8,-76,30,1002,tropical depression
15.9,-77,30,1003,tropical depression
16,-78,35,1003,tropical storm
16,-78.9,35,1003,tropical storm
16.7,-80.2,45,1002,tropical storm
17.5,-81.5,50,1002,tropical storm
18.3,-82.6,55,1001,tropical storm
19.2,-83.5,45,1009,tropical storm
19.7,-84,40,1009,tropical storm
20.1,-84.4,35,1010,tropical storm
20.1,-84.3,30,1010,tropical depression
19.6,-84.8,25,1010,tropical depression
32,-77.2,30,1013,tropical depression
32,-76.6,30,1011,tropical depression
31.9,-76,30,1009,tropical depression
31.8,-75.4,35,1006,tropical storm
31.7,-74.6,40,1004,tropical storm
31.4,-73.8,40,1002,tropical storm
31.4,-72.9,40,1000,tropical storm
31.7,-72,35,1000,tropical storm
32.1,-71.2,35,1000,tropical storm
32.7,-70.5,35,1000,tropical storm
33.5,-69.8,35,1001,tropical storm
34.4,-69.2,35,1001,tropical storm
35.2,-68.4,35,1002,tropical storm
36.1,-67.5,30,1002,tropical depression
36.9,-66.2,25,1003,tropical depression
37.7,-64.5,25,1003,extratropical
38.4,-62.4,25,1004,extratropical
39.5,-59.5,25,1004,extratropical
41,-58,25,1005,extratropical
30.4,-69.9,30,1014,tropical depression
31.8,-68.9,40,1013,tropical storm
33.1,-67.6,45,1010,tropical storm
34.7,-65.8,50,1005,tropical storm
36.3,-63.6,60,995,tropical storm
37.9,-61.1,65,987,hurricane
38.8,-60,65,986,hurricane
39.6,-58.4,65,987,hurricane
41.6,-55.4,60,990,tropical storm
44,-53,40,990,tropical storm
31.3,-73.6,25,1012,extratropical
31.3,-73.3,25,1011,tropical depression
31.6,-73.1,30,1008,tropical depression
31.9,-73,40,1004,tropical storm
32.3,-73,40,1003,tropical storm
32.7,-72.9,40,1003,tropical storm
33.4,-72.7,40,1004,tropical storm
34,-72.6,40,1005,tropical storm
34.9,-71.8,35,1005,tropical storm
35.6,-70.9,35,1006,tropical storm
36.2,-69.3,40,1009,tropical storm
36.6,-67.2,35,1009,tropical storm
36.7,-64.9,30,1009,tropical depression
36.6,-62.7,35,1006,tropical storm
36.3,-60.5,35,1007,tropical storm
35.9,-57.9,30,1009,extratropical
27.4,-92.6,25,1013,tropical depression
27.5,-92.5,30,1013,tropical depression
27.7,-92.3,30,1011,tropical depression
27.9,-92,30,1007,tropical depression
28.3,-91.4,40,1003,tropical storm
28.6,-91,50,1002,tropical storm
28.9,-90.2,55,997,tropical storm
29.2,-89.9,65,992,hurricane
29.3,-89.7,65,989,hurricane
29.5,-89.4,70,990,hurricane
29.7,-89,70,988,hurricane
29.8,-88.4,70,984,hurricane
30.1,-88.1,65,987,hurricane
30.2,-88.1,70,984,hurricane
30.3,-88,70,984,hurricane
30.4,-87.9,65,986,hurricane
30.3,-87.6,60,991,tropical storm
30.4,-87.5,45,998,tropical storm
30.6,-87.4,35,1001,tropical storm
30.8,-87.4,30,1004,tropical depression
31,-87.5,25,1006,tropical depression
31.3,-87.6,20,1009,tropical depression
31.7,-87.6,20,1010,tropical depression
32.1,-87.2,20,1011,tropical depression
32.9,-87.1,20,1011,tropical depression
33.2,-86.8,20,1012,tropical depression
33.4,-86.6,20,1013,tropical depression
33.7,-86.3,20,1013,tropical depression
34,-86,20,1012,tropical depression
34.1,-85.2,20,1012,tropical depression
34.2,-84.5,20,1012,tropical depression
34.3,-83.7,20,1012,tropical depression
34.4,-82.4,20,1012,tropical depression
34.6,-80.7,20,1010,tropical depression
35.2,-79.2,30,1004,tropical depression
36.4,-76.7,40,1000,tropical storm
37.5,-73.5,50,996,tropical storm
38.6,-71.6,50,995,tropical storm
40,-70.4,50,995,tropical storm
40.7,-69.9,50,994,tropical storm
40.7,-69.6,45,995,tropical storm
40.4,-68,45,998,extratropical
40.6,-65.6,40,1003,extratropical
41,-63,40,1004,extratropical
41.7,-60.4,40,1004,extratropical
42.8,-56,40,1004,extratropical
44,-48,30,1005,extratropical
12,-51.5,25,1009,tropical depression
12.5,-52.7,30,1008,tropical depression
13,-54,30,1009,tropical depression
13.6,-55.3,30,1009,tropical depression
14.1,-56.6,30,1011,tropical depression
14.6,-57.8,30,1012,tropical depression
14.8,-58.9,30,1013,tropical depression
15,-60,25,1013,tropical depression
10.9,-44.1,30,1006,tropical depression
11.5,-45.5,30,1005,tropical depression
12.3,-47.1,35,1004,tropical storm
13.1,-48.5,40,1002,tropical storm
13.9,-49.9,50,1001,tropical storm
14.6,-51.7,55,1000,tropical storm
